id_hogar;tipo_hogar;sanitaria;asentamiento;estrato_social;personas_mayores_14;personas_menores_14;numero
 3891;Casa;Sí - con cisterna;NO;Nivel económico bajo; 2; 0; 2017011509
 3892;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio - alto; 1; 0; 2017011511
 3893;Casa;Sí - con cisterna;NO;Nivel económico bajo; 1; 0; 2017011518
 3894;Casa;Sí - con cisterna;NO;Nivel económico medio; 2; 1; 2017011519
 3895;Casa;Sí - con cisterna;Sí;Nivel económico medio - bajo; 1; 0; 2017011521
 3896;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico alto; 1; 0; 2017011523
 3897;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 1; 0; 2017011526
 3898;Casa;Sí - con cisterna;NO;Nivel económico medio; 3; 0; 2017011529
 3899;Apartamento en edificio de una planta;Sí - sin cisterna;NO;Nivel económico bajo; 1; 0; 2017011535
 3900;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 4; 0; 2017011542
 3901;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio; 2; 2; 2017011546
 3902;Casa;Sí - con cisterna;NO;Nivel económico medio; 2; 0; 2017011550
 3903;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico bajo; 2; 1; 2017011551
 3904;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 3; 1; 2017011552
 3905;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico medio; 1; 0; 2017011554
 3906;Casa;Sí - con cisterna;NO;Nivel económico bajo; 3; 2; 2017011563
 3907;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico alto; 2; 0; 2017011564
 3908;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico alto; 1; 0; 2017011568
 3909;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - bajo; 2; 1; 2017011569
 3910;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 1; 0; 2017011578
 3911;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico alto; 2; 0; 2017011579
 3912;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio; 2; 3; 2017011580
 3913;Casa;Sí - con cisterna;NO;Nivel económico medio; 3; 0; 2017011587
 3914;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico medio; 2; 0; 2017011589
 3915;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 0; 2017011591
 3916;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio; 3; 0; 2017011595
 3917;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio - bajo; 3; 0; 2017011599
 3918;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 0; 2017011601
 3919;Casa;Sí - con cisterna;NO;Nivel económico medio; 4; 0; 2017011604
 3920;Casa;Sí - con cisterna;Sí;Nivel económico bajo; 3; 0; 2017011607
 3921;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 2; 0; 2017011610
 3922;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - bajo; 2; 1; 2017011613
 3923;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 2; 2017011615
 3924;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio; 2; 0; 2017011624
 3925;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico medio; 1; 0; 2017011625
 3926;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio; 3; 0; 2017011627
 3927;Casa;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 0; 2017011628
 3928;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico bajo; 1; 0; 2017011629
 3929;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 1; 0; 2017011633
 3930;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - bajo; 1; 0; 2017011637
 3931;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 3; 0; 2017011646
 3932;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio; 4; 1; 2017011652
 3933;Casa;Sí - con cisterna;NO;Nivel económico bajo; 3; 0; 2017011657
 3934;Casa;Sí - con cisterna;NO;Nivel económico alto; 2; 0; 2017011662
 3935;Casa;Sí - con cisterna;NO;Nivel económico bajo; 1; 1; 2017011665
 3936;Casa;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 0; 2017011667
 3937;Casa;Sí - con cisterna;Sí;Nivel económico medio - bajo; 2; 0; 2017011672
 3938;Casa;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 0; 2017011676
 3939;Casa;Sí - con cisterna;NO;Nivel económico bajo; 2; 0; 2017011677
 3940;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 1; 0; 2017011679
 3941;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico medio - bajo; 3; 1; 2017011683
 3942;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - bajo; 2; 0; 2017011684
 3943;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico bajo; 2; 2; 2017011686
 3944;Casa;Sí - con cisterna;NO;Nivel económico alto; 2; 2; 2017011687
 3945;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 4; 0; 2017011688
 3946;Casa;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 1; 2017011693
 3947;Casa;Sí - con cisterna;NO;Nivel económico alto; 5; 0; 2017011697
 3948;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico alto; 2; 0; 2017011698
 3949;Casa;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 0; 2017011703
 3950;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio; 3; 1; 2017011704
 3951;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 2; 2; 2017011706
 3952;Casa;Sí - con cisterna;NO;Nivel económico medio; 3; 0; 2017011713
 3953;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio; 2; 0; 2017011719
 3954;Casa;No;NO;Nivel económico bajo; 1; 4; 2017011721
 3955;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico alto; 1; 0; 2017011722
 3956;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico alto; 1; 0; 2017011723
 3957;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 1; 0; 2017011725
 3958;Casa;Sí - con cisterna;NO;Nivel económico medio; 2; 0; 2017011729
 3959;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico medio; 2; 2; 2017011731
 3960;Casa;Sí - con cisterna;NO;Nivel económico medio; 2; 0; 2017011732
 3961;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 2; 2017011736
 3962;Casa;Sí - con cisterna;NO;Nivel económico bajo; 2; 0; 2017011737
 3963;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 0; 2017011743
 3964;Casa;Sí - con cisterna;NO;Nivel económico medio - alto; 1; 0; 2017011744
 3965;Casa;Sí - sin cisterna;NO;Nivel económico medio - alto; 2; 1; 2017011745
 3966;Casa;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 0; 2017011747
 3967;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 0; 2017011750
 3968;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 2; 0; 2017011758
 3969;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 0; 2017011759
 3970;Casa;Sí - con cisterna;NO;Nivel económico medio - alto; 4; 0; 2017011764
 3971;Casa;Sí - con cisterna;NO;Nivel económico medio; 2; 0; 2017011765
 3972;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico medio - bajo; 2; 1; 2017011766
 3973;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 0; 2017011767
 3974;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico bajo; 3; 1; 2017011770
 3975;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 0; 2017011774
 3976;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico medio; 3; 1; 2017011777
 3977;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 2; 1; 2017011780
 3978;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico medio; 2; 1; 2017011782
 3979;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 2; 2; 2017011783
 3980;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 2; 0; 2017011798
 3981;Casa;Sí - sin cisterna;Sí;Nivel económico bajo; 1; 0; 2017011799
 3982;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico alto; 2; 0; 2017011806
 3983;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico alto; 2; 1; 2017011810
 3984;Casa;Sí - con cisterna;Sí;Nivel económico bajo; 2; 0; 2017011813
 3985;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio; 2; 1; 2017011814
 3986;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio; 1; 0; 2017011817
 3987;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 3; 0; 2017011820
 3988;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio - bajo; 1; 0; 2017011821
 3989;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 1; 0; 2017011824
 3990;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 0; 2017011825
 3991;Casa;Sí - con cisterna;NO;Nivel económico medio; 3; 0; 2017011829
 3992;Casa;Sí - con cisterna;NO;Nivel económico bajo; 1; 0; 2017011832
 3993;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio; 1; 0; 2017011834
 3994;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico bajo; 1; 0; 2017011839
 3995;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 2; 2; 2017011847
 3996;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico alto; 1; 0; 2017011849
 3997;Casa;Sí - con cisterna;NO;Nivel económico medio; 5; 0; 2017011850
 3998;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico alto; 2; 1; 2017011851
 3999;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio; 1; 0; 2017011860
 4000;Casa;Sí - con cisterna;NO;Nivel económico medio; 1; 0; 2017011861
 4001;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 2; 0; 2017011862
 4002;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio; 2; 0; 2017011863
 4003;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 1; 0; 2017011871
 4004;Casa;Sí - con cisterna;NO;Nivel económico medio; 4; 1; 2017011877
 4005;Casa;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 0; 2017011879
 4006;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico bajo; 3; 0; 2017011884
 4007;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico medio - alto; 1; 0; 2017011888
 4008;Casa;Sí - con cisterna;NO;Nivel económico medio; 2; 0; 2017011893
 4009;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio; 2; 0; 2017011897
 4010;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico medio - bajo; 2; 0; 2017011902
 4011;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico alto; 2; 0; 2017011903
 4012;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico medio; 3; 0; 2017011906
 4013;Casa;Sí - con cisterna;NO;Nivel económico medio - alto; 1; 0; 2017011908
 4014;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio; 2; 0; 2017011914
 4015;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 2; 0; 2017011916
 4016;Casa;Sí - con cisterna;NO;Nivel económico alto; 2; 0; 2017011920
 4017;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico bajo; 2; 0; 2017011922
 4018;Casa;Sí - con cisterna;NO;Nivel económico medio; 2; 0; 2017011924
 4019;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico alto; 4; 0; 2017011926
 4020;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico medio; 2; 0; 2017011928
 4021;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 3; 0; 2017011942
 4022;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico medio - bajo; 2; 0; 2017011945
 4023;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio; 1; 1; 2017011951
 4024;Casa;Sí - sin cisterna;NO;Nivel económico medio - bajo; 2; 0; 2017011954
 4025;Casa;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 0; 2017011955
 4026;Casa;Sí - con cisterna;NO;Nivel económico bajo; 1; 0; 2017011958
 4027;Casa;Sí - con cisterna;Sí;Nivel económico bajo; 2; 1; 2017011962
 4028;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio - bajo; 2; 0; 2017011963
 4029;Casa;Sí - con cisterna;NO;Nivel económico medio; 2; 0; 2017011964
 4030;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico alto; 1; 0; 2017011967
 4031;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico alto; 1; 0; 2017011977
 4032;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 3; 2017011979
 4033;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio; 1; 0; 2017011980
 4034;Casa;Sí - con cisterna;NO;Nivel económico bajo; 3; 0; 2017011981
 4035;Casa;Sí - con cisterna;NO;Nivel económico medio - alto; 1; 1; 2017011984
 4036;Casa;Sí - con cisterna;NO;Nivel económico bajo; 3; 0; 2017011987
 4037;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio - alto; 1; 0; 2017011995
 4038;Casa;Sí - con cisterna;NO;Nivel económico medio; 5; 0; 2017012000
 4039;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico medio; 1; 1; 2017012001
 4040;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico alto; 1; 0; 2017012002
 4041;Casa;Sí - con cisterna;NO;Nivel económico alto; 4; 0; 2017012004
 4042;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico medio; 1; 0; 2017012006
 4043;Casa;Sí - con cisterna;NO;Nivel económico alto; 2; 2; 2017012007
 4044;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 1; 1; 2017012009
 4045;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico medio; 2; 2; 2017012012
 4046;Casa;Sí - con cisterna;NO;Nivel económico medio; 4; 0; 2017012013
 4047;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico medio - bajo; 1; 0; 2017012014
 4048;Casa;Sí - con cisterna;NO;Nivel económico medio - alto; 1; 1; 2017012022
 4049;Casa;Sí - con cisterna;NO;Nivel económico alto; 2; 2; 2017012024
 4050;Casa;Sí - con cisterna;NO;Nivel económico medio; 2; 0; 2017012026
 4051;Casa;Sí - sin cisterna;NO;Nivel económico bajo; 1; 1; 2017012028
 4052;Casa;Sí - con cisterna;NO;Nivel económico alto; 2; 0; 2017012030
 4053;Casa;Sí - con cisterna;Sí;Nivel económico bajo; 1; 0; 2017012031
 4054;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio - bajo; 2; 1; 2017012039
 4055;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 5; 0; 2017012040
 4056;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio; 2; 1; 2017012043
 4057;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico medio - alto; 1; 0; 2017012052
 4058;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 3; 0; 2017012056
 4059;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico bajo; 3; 0; 2017012059
 4060;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio - alto; 3; 0; 2017012060
 4061;Casa;Sí - con cisterna;NO;Nivel económico medio; 2; 1; 2017012068
 4062;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico alto; 2; 0; 2017012070
 4063;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico bajo; 2; 0; 2017012073
 4064;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio - bajo; 2; 1; 2017012075
 4065;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 1; 2017012080
 4066;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 1; 0; 2017012082
 4067;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 0; 2017012089
 4068;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico alto; 2; 0; 2017012093
 4069;Casa;Sí - con cisterna;NO;Nivel económico medio; 1; 1; 2017012094
 4070;Casa;Sí - con cisterna;Sí;Nivel económico bajo; 1; 0; 2017012099
 4071;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 0; 2017012103
 4072;Apartamento en edificio de una planta;Sí - sin cisterna;Sí;Nivel económico bajo; 6; 0; 2017012108
 4073;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio - bajo; 2; 0; 2017012117
 4074;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 4; 2; 2017012121
 4075;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico medio; 4; 1; 2017012123
 4076;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio - bajo; 2; 1; 2017012125
 4077;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico medio - bajo; 2; 0; 2017012126
 4078;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico bajo; 4; 0; 2017012129
 4079;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 3; 0; 2017012148
 4080;Casa;Sí - con cisterna;Sí;Nivel económico bajo; 2; 0; 2017012153
 4081;Casa;Sí - sin cisterna;NO;Nivel económico bajo; 1; 0; 2017012158
 4082;Casa;Sí - con cisterna;NO;Nivel económico medio - alto; 3; 0; 2017012166
 4083;Casa;Sí - con cisterna;NO;Nivel económico medio; 4; 0; 2017012170
 4084;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio; 1; 0; 2017012171
 4085;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio; 3; 1; 2017012174
 4086;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 1; 0; 2017012176
 4087;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico bajo; 2; 0; 2017012177
 4088;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico medio; 1; 0; 2017012181
 4089;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 1; 0; 2017012183
 4090;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 3; 0; 2017012185
 4091;Casa;Sí - con cisterna;NO;Nivel económico bajo; 1; 0; 2017012190
 4092;Casa;Sí - con cisterna;NO;Nivel económico medio; 1; 0; 2017012192
 4093;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 0; 2017012193
 4094;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico medio - alto; 3; 0; 2017012195
 4095;Casa;Sí - con cisterna;NO;Nivel económico medio; 2; 0; 2017012203
 4096;Casa;Sí - con cisterna;NO;Nivel económico medio; 2; 1; 2017012208
 4097;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - bajo; 2; 0; 2017012209
 4098;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 3; 1; 2017012212
 4099;Casa;Sí - con cisterna;NO;Nivel económico medio; 2; 2; 2017012219
 4100;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico alto; 3; 2; 2017012222
 4101;Casa;Sí - con cisterna;Sí;Nivel económico medio; 2; 0; 2017012223
 4102;Casa;Sí - con cisterna;NO;Nivel económico medio; 1; 0; 2017012225
 4103;Casa;Sí - con cisterna;NO;Nivel económico medio - alto; 4; 0; 2017012226
 4104;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico bajo; 1; 0; 2017012227
 4105;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio - bajo; 1; 0; 2017012229
 4106;Casa;Sí - con cisterna;NO;Nivel económico medio - alto; 3; 2; 2017012230
 4107;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico alto; 1; 0; 2017012232
 4108;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico medio - alto; 1; 0; 2017012235
 4109;Casa;Sí - con cisterna;NO;Nivel económico alto; 3; 1; 2017012239
 4110;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico medio - alto; 3; 0; 2017012241
 4111;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico medio - bajo; 7; 0; 2017012242
 4112;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico alto; 1; 0; 2017012251
 4113;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 0; 2017012254
 4114;Casa;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 0; 2017012261
 4115;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 3; 0; 2017012267
 4116;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio; 2; 0; 2017012273
 4117;Casa;Sí - con cisterna;Sí;Nivel económico medio - bajo; 2; 0; 2017012274
 4118;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico medio - alto; 1; 0; 2017012278
 4145;Casa;Sí - con cisterna;NO;Nivel económico medio - alto; 4; 0; 2017012341
 4119;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio; 1; 2; 2017012280
 4120;Casa;Sí - con cisterna;NO;Nivel económico medio; 2; 0; 2017012281
 4121;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico bajo; 2; 0; 2017012283
 4122;Casa;Sí - con cisterna;NO;Nivel económico medio; 4; 0; 2017012285
 4123;Casa;Sí - con cisterna;Sí;Nivel económico bajo; 4; 3; 2017012286
 4124;Casa;Sí - con cisterna;NO;Nivel económico bajo; 2; 0; 2017012288
 4125;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 0; 2017012299
 4126;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 0; 2017012301
 4127;Casa;Sí - con cisterna;NO;Nivel económico medio; 1; 0; 2017012302
 4128;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico alto; 1; 0; 2017012303
 4129;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - bajo; 2; 0; 2017012305
 4130;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 0; 2017012307
 4131;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico bajo; 2; 0; 2017012308
 4132;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio - bajo; 2; 0; 2017012310
 4133;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 1; 0; 2017012312
 4134;Casa;Sí - con cisterna;NO;Nivel económico bajo; 1; 0; 2017012314
 4135;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 1; 0; 2017012316
 4136;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 2; 0; 2017012319
 4137;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico alto; 1; 0; 2017012320
 4138;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico alto; 1; 0; 2017012322
 4139;Casa;Sí - con cisterna;NO;Nivel económico medio; 3; 0; 2017012324
 4140;Casa;Sí - con cisterna;NO;Nivel económico medio - alto; 1; 0; 2017012325
 4141;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 3; 0; 2017012328
 4142;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 1; 2017012329
 4143;Casa;Sí - sin cisterna;NO;Nivel económico bajo; 1; 0; 2017012331
 4144;Casa;Sí - con cisterna;NO;Nivel económico medio; 3; 0; 2017012338
 4146;Casa;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 0; 2017012348
 4147;Casa;Sí - con cisterna;NO;Nivel económico medio - alto; 1; 1; 2017012349
 4148;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio - bajo; 1; 0; 2017012352
 4149;Casa;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 0; 2017012354
 4150;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 2; 0; 2017012357
 4151;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 2; 0; 2017012359
 4152;Casa;Sí - con cisterna;NO;Nivel económico alto; 2; 0; 2017012361
 4153;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico medio; 1; 0; 2017012365
 4154;Casa;Sí - con cisterna;NO;Nivel económico alto; 2; 2; 2017012366
 4155;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 1; 0; 2017012369
 4156;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio; 2; 0; 2017012373
 4157;Casa;Sí - con cisterna;NO;Nivel económico bajo; 2; 0; 2017012375
 4158;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio - bajo; 3; 0; 2017012377
 4159;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico alto; 2; 2; 2017012379
 4160;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio - alto; 1; 0; 2017012382
 4161;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico alto; 2; 2; 2017012383
 4162;Casa;Sí - con cisterna;NO;Nivel económico alto; 2; 2; 2017012395
 4163;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 2; 2; 2017012402
 4164;Casa;Sí - con cisterna;NO;Nivel económico bajo; 1; 0; 2017012404
 4165;Casa;Sí - con cisterna;NO;Nivel económico medio - bajo; 1; 0; 2017012410
 4166;Apartamento en edificio de altura;Sí - con cisterna;NO;Nivel económico medio - alto; 4; 0; 2017012412
 4167;Casa;Sí - con cisterna;NO;Nivel económico medio; 1; 0; 2017012415
 4168;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio; 2; 0; 2017012416
 4169;Casa;Sí - con cisterna;NO;Nivel económico bajo; 1; 0; 2017012420
 4170;Casa;Sí - con cisterna;NO;Nivel económico bajo; 2; 0; 2017012421
 4236;Casa;Sí - con cisterna;NO;Nivel económico medio; 2; 0; 2017012622
 4171;Apartamento o casa en complejo habitacional;Sí - con cisterna;NO;Nivel económico medio - bajo; 1; 0; 2017012422
 4172;Apartamento en edificio de una planta;Sí - con cisterna;NO;Nivel económico medio - alto; 3; 0; 2017012426
